seed,initial_x,reward,duration,loss
1460003813,-0.5394691228866577,-200.0,200,7.0057994753369715e-06
1315879961,-0.4293249249458313,-200.0,200,1.717893876048038e-05
388834170,-0.592004656791687,-200.0,200,4.0042401906248414e-07
2103486000,-0.429214745759964,-200.0,200,1.4123559139989083e-07
1798514278,-0.5461719036102295,-200.0,200,2.1158641475267357e-05
1132077426,-0.41050776839256287,-200.0,200,5.052072629041504e-07
1108542909,-0.5091853141784668,-200.0,200,4.540784175333101e-08
506410002,-0.5926799774169922,-200.0,200,4.943569183524233e-07
433883232,-0.5438112020492554,-200.0,200,1.538688219170581e-05
876370241,-0.49562516808509827,-200.0,200,1.3422472875390668e-08
1651329870,-0.5687602162361145,-200.0,200,3.37679226322507e-05
335574990,-0.5520647168159485,-200.0,200,3.370934841768758e-06
582471298,-0.4383222162723541,-200.0,200,1.5934651855786796e-08
666498027,-0.5488008856773376,-200.0,200,1.36072685563704e-08
234259789,-0.5370668172836304,-200.0,200,9.623568075767253e-09
1092397515,-0.47442707419395447,-200.0,200,9.936352907971014e-06
1653591166,-0.5787339210510254,-200.0,200,2.37556073898304e-06
1946737258,-0.5589839220046997,-200.0,200,2.0304230019974056e-07
1476802044,-0.5066132545471191,-200.0,200,2.9481688138730532e-05
579291399,-0.5444223880767822,-200.0,200,9.221794243785552e-09
138963631,-0.41547611355781555,-200.0,200,3.2293223739543465e-08
1806680894,-0.5164670944213867,-200.0,200,1.0334946637158282e-07
880192855,-0.4349747896194458,-200.0,200,1.3367914107220712e-07
1588128441,-0.47571417689323425,-200.0,200,3.0484408325719416e-05
462798161,-0.4519609212875366,-200.0,200,2.102071448462084e-08
58110646,-0.5162906050682068,-200.0,200,2.0261682038835717e-08
393162904,-0.4998631775379181,-200.0,200,7.325280239456333e-07
1186153839,-0.49692267179489136,-200.0,200,6.747751294824411e-06
403642443,-0.5885682702064514,-200.0,200,1.6251537781499793e-05
1328426093,-0.5291017889976501,-200.0,200,5.258313422018546e-07
2022758126,-0.4446624219417572,-200.0,200,5.9153080655960366e-08
251272463,-0.4671882390975952,-200.0,200,4.751424057758413e-08
1142866151,-0.4116973876953125,-200.0,200,1.1289470808151237e-05
2015194475,-0.44921645522117615,-200.0,200,2.1186661451793044e-05
1461247254,-0.5600684881210327,-200.0,200,1.1009519766957964e-08
176384359,-0.44786378741264343,-200.0,200,1.551407422084594e-08
1068257796,-0.43416979908943176,-200.0,200,5.9534963838814294e-08
638664618,-0.4270094037055969,-200.0,200,4.2598501872816994e-05
1654775623,-0.4545707702636719,-200.0,200,1.354819232801674e-08
1924923356,-0.48119452595710754,-200.0,200,6.430673238355667e-09
1715786898,-0.4287756681442261,-200.0,200,9.871769179881085e-09
1509979818,-0.5155696868896484,-200.0,200,4.3371683204895815e-08
1119687049,-0.46478596329689026,-200.0,200,1.5192355203907938e-06
1863925302,-0.4485199451446533,-200.0,200,1.8735198677859445e-05
324791950,-0.40989625453948975,-200.0,200,3.639433002717851e-06
997019712,-0.4227496087551117,-200.0,200,2.7050141397921834e-08
119706774,-0.5392890572547913,-200.0,200,1.074698699540022e-05
1720333594,-0.44210660457611084,-200.0,200,1.5817844951016013e-05
1962728209,-0.5463896989822388,-200.0,200,2.195293745899107e-08
738003597,-0.5117955803871155,-200.0,200,2.0294078240112868e-08
365397845,-0.4159245193004608,-200.0,200,5.27350266565918e-08
948110105,-0.5859144330024719,-200.0,200,5.8273895365346104e-05
745470743,-0.5284774303436279,-200.0,200,5.868686321264249e-07
690247382,-0.4613572359085083,-200.0,200,8.614379112259485e-09
1964161650,-0.5304598212242126,-200.0,200,1.3888343346479815e-08
1488736618,-0.584270179271698,-200.0,200,8.476979110128013e-07
1795402960,-0.5555633306503296,-200.0,200,4.016246134597168e-06
527419704,-0.49461784958839417,-200.0,200,1.1047615316783777e-07
745675754,-0.4138346016407013,-200.0,200,1.187083417789836e-05
1630510830,-0.44775211811065674,-200.0,200,2.562223153290688e-07
1310253044,-0.4041285216808319,-200.0,200,3.2418468208561534e-06
1990267217,-0.578921377658844,-200.0,200,3.0726035934094395e-05
1428008295,-0.5454251170158386,-200.0,200,1.7895822566060816e-08
1285815472,-0.5949474573135376,-200.0,200,1.1981505849689711e-08
1006175872,-0.4281012713909149,-200.0,200,1.1102520147687756e-08
1057089811,-0.49033933877944946,-200.0,200,3.120341561952955e-06
178235596,-0.5026882290840149,-200.0,200,8.276397634290334e-06
152308232,-0.5881508588790894,-200.0,200,2.223281018814305e-05
80850798,-0.4932697117328644,-200.0,200,1.418467036273796e-08
871325135,-0.5343295335769653,-200.0,200,2.1213911622908198e-07
608985870,-0.46798792481422424,-200.0,200,1.0699952508730348e-06
1135538904,-0.45786890387535095,-200.0,200,8.418894594797167e-08
879987613,-0.5489906072616577,-200.0,200,3.4029038201879305e-05
2075433353,-0.5440128445625305,-200.0,200,6.598931258849916e-07
1032857842,-0.5436088442802429,-200.0,200,7.767262104607653e-09
905530219,-0.55702805519104,-200.0,200,1.6890547613002127e-07
1091464739,-0.5847477912902832,-200.0,200,9.61277854457876e-06
647663995,-0.4556376338005066,-200.0,200,2.881948670165002e-05
1190041087,-0.5469034910202026,-200.0,200,7.3681258072610946e-09
1391579458,-0.4579596221446991,-200.0,200,1.1089496183558368e-08
1865953966,-0.44094881415367126,-200.0,200,1.8757605175778737e-08
1175624527,-0.4182378351688385,-200.0,200,5.042325437898399e-07
1869490774,-0.48810142278671265,-200.0,200,8.928832462515857e-06
2129008896,-0.45669764280319214,-200.0,200,7.506640895371675e-07
1942040104,-0.5312888026237488,-200.0,200,5.25858149103442e-06
1889301238,-0.5245406627655029,-200.0,200,8.894359293663001e-06
818491715,-0.5365250706672668,-200.0,200,1.9711513964466576e-05
1214629547,-0.42890211939811707,-200.0,200,9.309685992775485e-08
18619665,-0.5671597123146057,-200.0,200,3.711643785209162e-08
103833471,-0.46261951327323914,-200.0,200,2.704738471948076e-07
238532687,-0.43938255310058594,-200.0,200,1.6215393134189072e-05
1755707413,-0.597145676612854,-200.0,200,2.854749977814208e-06
1142904260,-0.502804160118103,-200.0,200,4.807022378372494e-08
1329448170,-0.45588698983192444,-200.0,200,7.603132917211042e-07
1590472530,-0.4294266104698181,-200.0,200,2.621768474000419e-05
1826377208,-0.4530654847621918,-200.0,200,5.6907856560428626e-08
1117021220,-0.5770927667617798,-200.0,200,7.092913619999308e-08
1529229345,-0.5823533535003662,-200.0,200,4.6082118387857915e-08
804526132,-0.592783510684967,-200.0,200,1.518769444373902e-05
420498410,-0.5965535044670105,-200.0,200,1.5759228517708836e-08
1999799622,-0.5568550825119019,-200.0,200,1.0755471976153785e-07
1278188122,-0.556922197341919,-200.0,200,1.6512186825821117e-05
301975873,-0.5012521743774414,-200.0,200,1.5801667814230312e-07
1448888071,-0.4988984763622284,-200.0,200,9.824667813518318e-08
1069844670,-0.41403645277023315,-200.0,200,6.98724907124415e-06
794744135,-0.400063693523407,-200.0,200,1.5642754196960594e-05
617492885,-0.5018772482872009,-200.0,200,8.825369468468125e-07
970715408,-0.5336391925811768,-200.0,200,4.360685124993324e-08
1813009372,-0.5062718987464905,-200.0,200,1.2065841438015924e-05
1769138746,-0.5379145741462708,-200.0,200,3.4722242162388286e-07
297706920,-0.4688531458377838,-200.0,200,4.9070468003264975e-06
1468701655,-0.574164867401123,-200.0,200,1.6909971232053068e-05
132832780,-0.5430752038955688,-200.0,200,8.169399734470062e-08
459269591,-0.5107206702232361,-200.0,200,7.68086283642333e-08
1812590952,-0.5698120594024658,-200.0,200,3.786029492403031e-07
1514918796,-0.5485765933990479,-200.0,200,7.332598587254324e-05
650531531,-0.5494003295898438,-200.0,200,7.0078158387332225e-09
1311730342,-0.536384105682373,-200.0,200,7.027115316304844e-09
2015526852,-0.517564058303833,-200.0,200,5.7130409913952465e-09
205732631,-0.5055603384971619,-200.0,200,2.1990385903336575e-08
2118459827,-0.48642414808273315,-200.0,200,3.026278591278242e-08
817709945,-0.48493894934654236,-200.0,200,5.253306562735816e-07
966964744,-0.5396150946617126,-200.0,200,1.8113773135155496e-05
2059362900,-0.416762113571167,-200.0,200,3.7657239772670435e-07
1919550214,-0.5716884732246399,-200.0,200,3.3456438086432172e-06
875302244,-0.5530626177787781,-200.0,200,8.724174635972304e-06
1921745047,-0.5625606179237366,-200.0,200,1.0513866072869859e-07
1522240876,-0.466046541929245,-200.0,200,5.3669561384595e-06
822651954,-0.4228726327419281,-200.0,200,1.2502558274718466e-05
61498290,-0.4744381308555603,-200.0,200,3.5005164136237e-08
1945955112,-0.5247716903686523,-200.0,200,1.6868663442437536e-06
322439851,-0.47733497619628906,-200.0,200,1.6131476040754933e-05
709623520,-0.4279390275478363,-200.0,200,4.071589555678656e-06
1185224649,-0.44138696789741516,-200.0,200,8.334929134434788e-08
1262142798,-0.4865874946117401,-200.0,200,2.7347791824468004e-05
176867308,-0.48654672503471375,-200.0,200,1.445931146008661e-05
1241685700,-0.41919565200805664,-200.0,200,7.952253326948266e-09
798705462,-0.5791264176368713,-200.0,200,1.882563537947135e-08
2001804932,-0.43201303482055664,-200.0,200,5.1996967158629556e-08
1648023794,-0.5087113976478577,-200.0,200,1.6956701074377634e-08
1233675441,-0.45301058888435364,-200.0,200,2.116678625498025e-05
559373966,-0.46238046884536743,-200.0,200,4.674745091506338e-06
2079543068,-0.493449866771698,-200.0,200,8.448632797808387e-09
882909226,-0.5481633543968201,-200.0,200,3.6074998206458983e-08
464283706,-0.5580556392669678,-200.0,200,4.2886340270342775e-06
700590648,-0.5484170913696289,-200.0,200,1.6740480259613833e-06
338193830,-0.5952725410461426,-200.0,200,1.0143656209038453e-05
397244694,-0.44194304943084717,-200.0,200,6.598792651857366e-06
1588880540,-0.46901243925094604,-200.0,200,6.200435473147081e-07
1120727098,-0.49569758772850037,-200.0,200,1.3062665361758263e-05
1407118916,-0.5187743306159973,-200.0,200,1.5585349788125315e-05
1426632264,-0.562017023563385,-200.0,200,1.0980099796142895e-06
1535648867,-0.4855772852897644,-200.0,200,1.748466274875682e-08
468242587,-0.49929964542388916,-200.0,200,1.9805939018624485e-06
1023745167,-0.49820229411125183,-200.0,200,5.176937902433565e-06
1306639959,-0.4377727210521698,-200.0,200,5.7817844526653065e-06
2146081833,-0.562083899974823,-200.0,200,9.41924348808243e-06
1475403652,-0.4278414845466614,-200.0,200,3.7656967742805138e-06
256273973,-0.4607781171798706,-200.0,200,2.16829519104067e-06
833570727,-0.5732244849205017,-200.0,200,1.3070810291537783e-06
1704257713,-0.5491119027137756,-200.0,200,4.660163528114936e-05
453000617,-0.4240471422672272,-200.0,200,2.0841707737417892e-08
811360273,-0.5050502419471741,-200.0,200,9.224077075487002e-09
1490184349,-0.5733622908592224,-200.0,200,1.41347254611901e-08
179104759,-0.4329351782798767,-200.0,200,3.166540864185663e-08
368976306,-0.5649253726005554,-200.0,200,2.3885208065621556e-07
581730198,-0.5666370987892151,-200.0,200,1.0108081110047351e-05
813914541,-0.5637704730033875,-200.0,200,2.5642122814133473e-05
1931728750,-0.5904210209846497,-200.0,200,8.325532689923421e-09
1894618110,-0.4770132601261139,-200.0,200,1.8202513274445664e-08
1567760509,-0.5038414597511292,-200.0,200,3.150530574203003e-08
172682451,-0.5291672348976135,-200.0,200,5.6424668991894576e-05
300403117,-0.46748775243759155,-200.0,200,2.073766272587818e-06
996991368,-0.5648179054260254,-200.0,200,1.3620169738715049e-08
342570017,-0.5767803192138672,-200.0,200,1.0457320058776531e-08
1236339348,-0.5019721984863281,-200.0,200,2.3187103579402903e-08
1233005086,-0.5152260661125183,-200.0,200,1.0501387350814185e-07
332432961,-0.4389781057834625,-200.0,200,2.774960648821434e-08
958594040,-0.5390134453773499,-200.0,200,8.970381968538276e-06
280029615,-0.518990695476532,-200.0,200,5.087962672405411e-06
716274074,-0.5259509086608887,-200.0,200,2.7525828136276687e-06
362258078,-0.5533665418624878,-200.0,200,2.477765990079206e-05
127703872,-0.5881087779998779,-200.0,200,3.0962919481680725e-08
245422031,-0.4743606150150299,-200.0,200,2.659419806150254e-08
853426588,-0.47281232476234436,-200.0,200,7.639834166184301e-08
1763862838,-0.4661540687084198,-200.0,200,3.533391948167264e-05
1179682352,-0.4456254541873932,-200.0,200,2.6330079872423085e-05
160127734,-0.5539706349372864,-200.0,200,6.4159485191339626e-09
1959477174,-0.5092922449111938,-200.0,200,5.780325409432407e-09
1916457021,-0.5898662805557251,-200.0,200,7.559165169368497e-09
560522353,-0.5885229110717773,-200.0,200,5.926049198023975e-08
1684409371,-0.5372613668441772,-200.0,200,1.5143413520490868e-06
1222530910,-0.5414118766784668,-200.0,200,8.512932854500832e-06
1450777486,-0.5155418515205383,-200.0,200,2.6768418911160553e-06
791923674,-0.4280240833759308,-200.0,200,8.26407076601754e-06
2090877390,-0.5580185055732727,-200.0,200,4.891839876108861e-06
2084453794,-0.5565760731697083,-200.0,200,3.917495946552662e-06
2099276595,-0.5976771712303162,-200.0,200,1.3122179325364414e-06
290743698,-0.5242584347724915,-200.0,200,3.462296768248052e-05
293652597,-0.5769679546356201,-200.0,200,5.611169926851289e-06
272861477,-0.498212605714798,-200.0,200,8.649512892588973e-09
827646308,-0.5113956332206726,-200.0,200,1.7831288005254463e-07
1125763809,-0.4527851343154907,-200.0,200,3.660381480585784e-08
2058769644,-0.5767786502838135,-200.0,200,2.3443308236892334e-08
401728797,-0.4113702178001404,-200.0,200,2.6639291527317254e-05
1718726554,-0.5460918545722961,-200.0,200,2.0824204343625753e-05
2098400604,-0.5605823993682861,-200.0,200,1.160176907433197e-08
1202322424,-0.5452439188957214,-200.0,200,2.173117536585778e-08
938673794,-0.41454488039016724,-200.0,200,2.193950422224589e-08
848342186,-0.4449079930782318,-200.0,200,5.542534481719486e-06
111620360,-0.4126041531562805,-200.0,200,3.47891999354033e-06
62335816,-0.4225846230983734,-200.0,200,2.966664396808483e-07
1558511538,-0.5809037089347839,-200.0,200,6.278786786424462e-06
2116390353,-0.5891038179397583,-200.0,200,4.9625851670498375e-06
1202108264,-0.4440827965736389,-200.0,200,1.943499692060868e-06
2010227372,-0.5645416975021362,-200.0,200,8.040386626817053e-05
689570136,-0.40297913551330566,-200.0,200,2.0169445633655415e-08
1601332893,-0.5665585994720459,-200.0,200,8.575771062169224e-09
2091635326,-0.5787503123283386,-200.0,200,7.709099918429275e-09
1544755070,-0.5978454351425171,-200.0,200,1.5530590644630137e-08
61205549,-0.5884361267089844,-200.0,200,2.6456718842382544e-08
1647086706,-0.5790373086929321,-200.0,200,3.685137471620692e-08
1320242803,-0.43816399574279785,-200.0,200,6.551971036969917e-06
466308317,-0.40597081184387207,-200.0,200,2.7542281563910365e-05
1184119952,-0.5120050311088562,-200.0,200,1.1501238077471499e-08
438351376,-0.5632777214050293,-200.0,200,8.076231097220443e-09
1524297218,-0.5402814149856567,-200.0,200,3.690489029395394e-07
239605392,-0.5762962698936462,-200.0,200,1.1231832022531307e-05
2061033748,-0.42120465636253357,-200.0,200,1.416811483068159e-07
1911530641,-0.5745152235031128,-200.0,200,1.814210485918011e-05
1504641744,-0.5494416952133179,-200.0,200,3.7622659601765917e-06
1033972639,-0.513012170791626,-200.0,200,4.596608050633222e-08
2091227611,-0.45893681049346924,-200.0,200,6.204393635016459e-06
1965657069,-0.4727112650871277,-200.0,200,4.836257930946886e-06
523274166,-0.5848543047904968,-200.0,200,1.4841237543805618e-06
1343428805,-0.4163953363895416,-200.0,200,6.010544520904659e-06
1825766540,-0.4859391152858734,-200.0,200,6.949331473151687e-06
272620892,-0.45042091608047485,-200.0,200,1.1479620434329263e-06
872718814,-0.5440889596939087,-200.0,200,2.982331318435172e-05
1939936474,-0.5265448689460754,-200.0,200,5.705112153009395e-07
703219106,-0.5766187906265259,-200.0,200,1.4240522432373837e-08
547618008,-0.4048064649105072,-200.0,200,9.511912139714696e-08
1350856271,-0.5126558542251587,-200.0,200,4.42951707100292e-06
2007887395,-0.5060436129570007,-200.0,200,2.399519671598682e-06
1161821037,-0.42422524094581604,-200.0,200,4.937411417813564e-06
393028589,-0.5091753602027893,-200.0,200,8.651242442283547e-06
503958266,-0.5179474949836731,-200.0,200,1.2602697515831097e-05
480813035,-0.5160556435585022,-200.0,200,1.6822982615849468e-08
1693537425,-0.4733981490135193,-200.0,200,6.294742843238055e-07
1507445334,-0.5338543653488159,-200.0,200,1.3096152774778603e-05
92822094,-0.48674118518829346,-200.0,200,2.3637383992536343e-06
1343080891,-0.46416419744491577,-200.0,200,5.8484632700128715e-06
382650865,-0.4754866063594818,-200.0,200,1.6269568413918024e-06
530558328,-0.47070765495300293,-200.0,200,6.338340998354397e-05
221861429,-0.40717455744743347,-200.0,200,1.3508277834262117e-06
347482592,-0.5931357145309448,-200.0,200,7.642656782991253e-09
156463202,-0.4810970425605774,-200.0,200,7.073317647154908e-09
1774962831,-0.4381624758243561,-200.0,200,8.488136700179894e-09
1043860410,-0.47267043590545654,-200.0,200,5.3868684517510703e-08
2132118060,-0.5976459980010986,-200.0,200,5.611859019154508e-06
326166775,-0.4106322228908539,-200.0,200,1.4933639554328693e-05
