seed,initial_x,env_reward,other_reward,reward,duration,loss
951503465,-0.42101097106933594,-200.0,-0.359894533111053,-200.3598945331113,200,0.0
343578367,-0.4807191491127014,-200.0,2.855406832237741,-197.14459316776225,200,0.0
1164081020,-0.5138301253318787,-200.0,0.6787627657552651,-199.32123723424476,200,0.0
1258304115,-0.5629907846450806,-200.0,0.06761925306307466,-199.9323807469369,200,0.0
520472901,-0.4862726032733917,-200.0,3.7731510230666347,-196.22684897693338,200,0.0027423611283302306
1769176006,-0.5728162527084351,-200.0,2.220165849921482,-197.7798341500785,200,0.5440196280181407
615661050,-0.5384734869003296,-200.0,0.5281311010430256,-199.47186889895687,200,0.39728239268064497
638361497,-0.5818050503730774,-200.0,1.732517368599488,-198.26748263140055,200,0.2755182662606239
187722153,-0.41987574100494385,-200.0,0.8548221935788961,-199.14517780642103,200,0.19913836114108563
1470810522,-0.4250665009021759,-200.0,1.2998174176354678,-198.70018258236462,200,0.1430176417529583
1388602663,-0.5012202262878418,-200.0,0.38363330762486647,-199.61636669237512,200,0.09696255523711443
996183648,-0.5083343982696533,-200.0,0.16625467468609534,-199.83374532531397,200,0.06609639236703516
748433793,-0.5591809153556824,-200.0,0.10454692648036149,-199.89545307351972,200,0.041939724124968054
1914175504,-0.4209269881248474,-200.0,6.079983714299798,-193.92001628570006,200,0.027535721259191633
1723677035,-0.5874320864677429,-200.0,0.001161330709921346,-199.99883866929008,200,0.020607213387265802
1213056092,-0.5650251507759094,-200.0,-0.13432784061346315,-200.13432784061337,200,0.014658603724092245
1308462048,-0.4840235412120819,-200.0,4.077352324355939,-195.92264767564407,200,0.011045654229819775
2132863560,-0.48018768429756165,-200.0,0.34756667175062195,-199.65243332824963,200,0.009199402757221833
115261034,-0.4966076910495758,-200.0,1.0152522165943598,-198.98474778340577,200,0.008894947672961279
520811084,-0.5553205013275146,-200.0,0.6620287329534361,-199.3379712670465,200,0.008700813838513568
347993190,-0.5715633034706116,-200.0,3.4684827737726343,-196.53151722622735,200,0.00813546939054504
234711931,-0.47061192989349365,-200.0,8.060534108676498,-191.93946589132355,200,0.009663625413086265
917057752,-0.44495829939842224,-200.0,1.8222821771034488,-198.17771782289657,200,0.011421281602233649
742062804,-0.5577617287635803,-200.0,0.09819545884016145,-199.90180454115986,200,0.011997239359188824
1798203051,-0.4199409782886505,-200.0,0.9917851908496712,-199.00821480915036,200,0.011794013502076268
1673350394,-0.420607328414917,-200.0,0.13884604467129075,-199.86115395532872,200,0.011394797181710601
2106608344,-0.5048826932907104,-200.0,0.8064747494665003,-199.1935252505334,200,0.010559750732500105
1158894941,-0.49806785583496094,-200.0,1.0913092972636649,-198.90869070273635,200,0.010736032270360739
978729621,-0.46071115136146545,-200.0,1.0040324800586902,-198.99596751994133,200,0.010918875455390662
1984823465,-0.5851567387580872,-200.0,2.212218310188716,-197.78778168981125,200,0.010627911344636231
1502941979,-0.4509943425655365,-200.0,-0.39832997010206017,-200.39832997010208,200,0.011225665423553436
2135383847,-0.42407527565956116,-200.0,-0.6779704668308804,-200.677970466831,200,0.01058447137591429
1201646764,-0.5990212559700012,-200.0,0.9196004856214194,-199.0803995143785,200,0.010787765576969833
1980505149,-0.4765847325325012,-200.0,3.39963054364631,-196.60036945635386,200,0.01050563869299367
298902779,-0.531168520450592,-200.0,5.373811950594839,-194.62618804940513,200,0.010686653902521357
348557151,-0.45716527104377747,-200.0,0.26216943195538805,-199.73783056804456,200,0.011223398740403354
1186840604,-0.49373841285705566,-200.0,0.29062610666970834,-199.7093738933304,200,0.010882525024935603
1267168066,-0.4587416648864746,-200.0,3.7856743543831692,-196.21432564561678,200,0.011053976319963112
2080275278,-0.44402605295181274,-200.0,1.2862445205698751,-198.71375547943012,200,0.01149513037642464
1558306636,-0.599096953868866,-200.0,0.1412293071985408,-199.85877069280158,200,0.011692752382950857
587290528,-0.4219561517238617,-200.0,5.3208252972820835,-194.67917470271811,200,0.01173219942022115
1973465131,-0.5147180557250977,-200.0,1.628103410172656,-198.37189658982737,200,0.011624994613230228
1436979811,-0.5264613032341003,-200.0,5.424659862306556,-194.57534013769347,200,0.012145939636975528
314413982,-0.4085049629211426,-200.0,0.19488685427439573,-199.80511314572553,200,0.011676843401510269
704767168,-0.560850203037262,-200.0,0.046753383066117454,-199.95324661693394,200,0.011314397342503071
1315581222,-0.48381951451301575,-200.0,0.268781087275954,-199.73121891272393,200,0.011920831503812224
1772970354,-0.5067842602729797,-200.0,1.4115348346193488,-198.5884651653806,200,0.011257936214096844
116190028,-0.4212191700935364,-200.0,0.9029187103874263,-199.09708128961256,200,0.011069216637406499
646773875,-0.475089430809021,-200.0,2.8621740196988963,-197.13782598030116,200,0.01163330924930051
1595822464,-0.5852564573287964,-200.0,8.478935813752903,-191.52106418624703,200,0.011590755884535611
1373238820,-0.5302935838699341,-200.0,1.611615604773613,-198.38838439522635,200,0.01287871374282986
1230421112,-0.4742756485939026,-200.0,2.335195965430089,-197.66480403456995,200,0.012843343380372971
1046024753,-0.5170620679855347,-200.0,0.3333879178346215,-199.66661208216541,200,0.012222764058969915
271910023,-0.5707480907440186,-200.0,0.4457473272837593,-199.55425267271622,200,0.012398933032527567
1721109735,-0.5299496650695801,-200.0,2.6557261813280424,-197.34427381867206,200,0.012931099922861905
244121217,-0.502354621887207,-200.0,0.5218726005254397,-199.47812739947457,200,0.012160388433840126
713337769,-0.4590855836868286,-200.0,0.6970404735936352,-199.30295952640637,200,0.012124944310635329
1126290282,-0.5120083093643188,-200.0,3.5428293978170884,-196.4571706021829,200,0.012672946350648999
627867364,-0.513696551322937,-200.0,3.810722340972257,-196.1892776590278,200,0.012206674194894731
1060879956,-0.500743567943573,-200.0,0.6025838573412369,-199.3974161426589,200,0.012800377497915178
841141882,-0.4246462285518646,-200.0,1.874716401372963,-198.12528359862694,200,0.012606378302443773
1156094791,-0.5015202760696411,-200.0,0.18615365036826015,-199.81384634963175,200,0.01347868533572182
2090167661,-0.5479912161827087,-200.0,1.8882092476482475,-198.11179075235174,200,0.013247113556135446
2098273077,-0.5434940457344055,-200.0,1.7245984074486982,-198.27540159255136,200,0.01326183816883713
630293843,-0.4855962097644806,-200.0,4.381652826242519,-195.61834717375734,200,0.013652185511309653
2101608645,-0.48343729972839355,-200.0,0.2473147239646301,-199.75268527603546,200,0.013012142600491643
1557734153,-0.4006408154964447,-200.0,3.259817682754589,-196.74018231724548,200,0.013696087936405093
634906683,-0.5859386324882507,-200.0,0.004169912052405609,-199.99583008794755,200,0.013581899339333176
1983273239,-0.5070500373840332,-200.0,3.9200405852230085,-196.0799594147771,200,0.013963901209644974
160704865,-0.5974487662315369,-200.0,3.4835912256353625,-196.51640877436466,200,0.014163621079642325
569550804,-0.445330411195755,-200.0,-0.2868244044496082,-200.28682440444956,200,0.015136892937589437
626853107,-0.5939537882804871,-200.0,0.21439060942172297,-199.78560939057837,200,0.013909315166529268
1066683143,-0.4911491572856903,-200.0,1.036491567121069,-198.96350843287894,200,0.013059006072580814
1746989445,-0.504450261592865,-200.0,3.9690450535081556,-196.03095494649176,200,0.0132737331581302
1284043641,-0.45395734906196594,-200.0,-0.23939015490784918,-200.23939015490794,200,0.013133596717379988
566594208,-0.49195635318756104,-200.0,0.7209319736785118,-199.27906802632143,200,0.013607824249193072
2129251074,-0.5454624891281128,-200.0,1.4369189364234236,-198.56308106357662,200,0.013176424109842629
305521641,-0.46631813049316406,-200.0,0.41327436998329536,-199.58672563001664,200,0.01319594071013853
1822094333,-0.5253905653953552,-200.0,1.3169868042147845,-198.68301319578518,200,0.013264935635961593
1296873688,-0.49704745411872864,-200.0,1.959246583824216,-198.0407534161757,200,0.013417132769245655
1288596999,-0.5974838733673096,-200.0,3.763835047660165,-196.23616495233972,200,0.013200235988479107
1483513199,-0.49615341424942017,-200.0,1.070162995512573,-198.9298370044873,200,0.014067877396009863
2086863152,-0.4460584819316864,-200.0,2.191643538343478,-197.80835646165656,200,0.013696482605300844
373371343,-0.5212970972061157,-200.0,1.0466664470585099,-198.95333355294147,200,0.014339591758325696
1909582785,-0.4841288924217224,-200.0,2.1177564185128226,-197.8822435814873,200,0.013858175876084716
