seed,initial_x,env_reward,other_reward,reward,duration,loss,loss_RND
9672165,-0.5650787949562073,-200.0,8.658016632438299,-191.34198336756157,200,0.004051285348832607,1.3900242026299026e-07
351627283,-0.4319843649864197,-200.0,-49.526114078300175,-249.5261140783003,200,0.004814809092204086,1.9339561148301597e-07
1497730906,-0.5408379435539246,-200.0,12.412399610704549,-187.58760038929537,200,0.005641268415492959,2.0425096135312516e-07
99230569,-0.5627570152282715,-200.0,138.2478050672708,-61.75219493272928,200,0.0075139528524596245,1.9741870327161237e-07
914333542,-0.4105163812637329,-200.0,-64.00971025731965,-264.0097102573196,200,0.011214089785935357,2.2643892263474186e-07
1899570110,-0.4054981470108032,-200.0,-30.476811178146917,-230.4768111781469,200,0.013154593850485981,1.0506609142257872e-07
1901984732,-0.5498105883598328,-200.0,-43.829041367224725,-243.82904136722456,200,0.013402749807573855,1.7969208309320806e-07
135727780,-0.5836160182952881,-200.0,-56.20642303546408,-256.2064230354641,200,0.014811066475231201,1.4016166974606392e-07
302573113,-0.4337713420391083,-200.0,-63.773973472698586,-263.7739734726986,200,0.013951203168835491,1.2234730563553954e-07
2126916134,-0.42896750569343567,-200.0,-60.88716176644271,-260.8871617664427,200,0.01327810678165406,1.7503523095152573e-07
839613371,-0.47957155108451843,-200.0,-47.15516610255142,-247.15516610255122,200,0.012620965817477554,1.446143756611562e-07
337186085,-0.5049585103988647,-200.0,-56.81137175527689,-256.81137175527687,200,0.013640260477550327,1.260869160168987e-07
2104974357,-0.5797487497329712,-200.0,-5.479960280405821,-205.47996028040578,200,0.015100804842077195,1.579463898015998e-07
720613576,-0.5084887742996216,-200.0,-57.699622628600466,-257.6996226286005,200,0.01267640856327489,1.0315032723640094e-07
420259361,-0.5283495783805847,-200.0,-58.8839218721865,-258.8839218721866,200,0.011618165075778961,1.8741814632017294e-07
640693463,-0.5836525559425354,-200.0,-22.190865135119576,-222.19086513511942,200,0.01139801854500547,1.3224192836447378e-07
695127481,-0.5931454300880432,-200.0,-24.176482873601763,-224.1764828736017,200,0.010304605541750788,1.6428858221839703e-07
1728831099,-0.45404550433158875,-200.0,-38.994875255576986,-238.99487525557709,200,0.010313093597069382,1.3076067948869507e-07
2133867665,-0.46882209181785583,-200.0,-55.407767227111165,-255.4077672271113,200,0.009139834411907941,1.5511044321403489e-07
847799477,-0.580129861831665,-200.0,57.502483552293846,-142.49751644770615,200,0.009466051765484736,1.4608052204767574e-07
1908778021,-0.4311940670013428,-200.0,-56.66629306427292,-256.66629306427296,200,0.008258771805558354,1.653471133100659e-07
222507812,-0.40938398241996765,-200.0,-48.33182664828028,-248.33182664828027,200,0.007190017986577004,1.4625061143691552e-07
1899775975,-0.573336660861969,-200.0,-45.335121224901755,-245.33512122490174,200,0.007016326826997102,1.5472304160879523e-07
1695828706,-0.561074435710907,-200.0,-54.19537902172173,-254.19537902172158,200,0.006661079603945836,1.1881584890072183e-07
534338063,-0.41616544127464294,-200.0,-37.87052061199716,-237.87052061199725,200,0.006872742010746152,1.6203571893580459e-07
1509906142,-0.45123422145843506,-200.0,-42.249009262832445,-242.24900926283252,200,0.006362186076585203,1.361232426155823e-07
1940013300,-0.534329354763031,-200.0,-57.4511063306456,-257.45110633064553,200,0.006045661313692108,1.9150097976483594e-07
736559768,-0.5151817202568054,-200.0,-13.506562165215119,-213.50656216521523,200,0.005609439889085479,9.128966243165947e-08
579480980,-0.42915868759155273,-200.0,-56.63636051749147,-256.63636051749154,200,0.005801825258531608,1.8556552379700443e-07
1481925338,-0.40850013494491577,-200.0,-30.413638234911,-230.41363823491096,200,0.005020969339529984,1.0377616377343912e-07
1157963994,-0.40981587767601013,-200.0,-49.6291696295096,-249.62916962950956,200,0.004793173343641683,1.2426286993050262e-07
896548759,-0.49715474247932434,-200.0,-19.956536265504596,-219.9565362655045,200,0.005049299756065011,1.298164712126848e-07
1467361458,-0.5709956288337708,-200.0,-41.87290867644627,-241.87290867644623,200,0.004815750390698668,1.3452403615499265e-07
1659085288,-0.44064199924468994,-200.0,-48.983205329219295,-248.9832053292194,200,0.004019126357743517,1.2500119941583066e-07
1634930689,-0.4728687107563019,-200.0,-56.587734346619,-256.58773434661913,200,0.00472290233388776,1.110612607890804e-07
884361511,-0.5225621461868286,-200.0,-56.653986770685044,-256.65398677068487,200,0.005157266413152684,1.6535013330154501e-07
333517453,-0.41432082653045654,-200.0,-42.62254917508085,-242.62254917508088,200,0.0044765660056145865,1.113327102630901e-07
615164183,-0.579095184803009,-200.0,8.010283103873881,-191.98971689612623,200,0.0045368972394499,1.448353199218211e-07
1860564751,-0.46520957350730896,-200.0,-50.476705125663145,-250.47670512566313,200,0.004620871985389385,1.172177904129601e-07
662096317,-0.4949689209461212,-200.0,-56.7230797957254,-256.7230797957253,200,0.005009777269733604,1.3947686187121277e-07
223743331,-0.5588007569313049,-200.0,-8.53577533724979,-208.5357753372498,200,0.004364461718651001,9.020533614845227e-08
262149089,-0.4164431691169739,-200.0,-44.57529492176614,-244.57529492176613,200,0.0045152657621656545,1.4958197953052199e-07
1510738028,-0.5766251683235168,-200.0,32.44557662364364,-167.55442337635628,200,0.005120559202623554,9.752240945903878e-08
733212190,-0.4316837787628174,-200.0,-55.16478528462913,-255.1647852846291,200,0.004987311562581453,1.0312027787895416e-07
1736633189,-0.40562283992767334,-200.0,-46.705287800903854,-246.7052878009038,200,0.004664016349124722,1.26385718264288e-07
28184338,-0.42423906922340393,-200.0,-39.75302751874701,-239.75302751874696,200,0.005429143739747815,1.2993314704723424e-07
44491102,-0.49651122093200684,-200.0,37.93295073943857,-162.0670492605615,200,0.005063062657718546,1.1913828057985575e-07
1675166867,-0.444445937871933,-200.0,-34.45092186344833,-234.45092186344831,200,0.005181693133199588,9.92045579062406e-08
794620587,-0.5492709875106812,-200.0,-25.090904403828787,-225.09090440382874,200,0.004977845001849346,1.43266121639396e-07
2017761745,-0.4038761854171753,-200.0,-57.152556550372466,-257.1525565503726,200,0.005618683967040852,1.0580572015861378e-07
1015782649,-0.5795326828956604,-200.0,-37.37864001578721,-237.3786400157872,200,0.005703200096031651,1.1469980791933842e-07
2082797051,-0.5580537915229797,-200.0,5.60019171707189,-194.39980828292818,200,0.005399924513767473,1.1262271955470027e-07
1414389803,-0.4906599223613739,-200.0,-56.30391023805399,-256.3039102380541,200,0.004709405130706727,1.4317785023143515e-07
1890946783,-0.5678651332855225,-200.0,4.321592948072228,-195.67840705192773,200,0.005005647061334457,1.0299486075004971e-07
540983957,-0.5740181803703308,-200.0,-50.681707965868014,-250.6817079658679,200,0.002627108946617227,8.83945426133348e-08
62900230,-0.4663464426994324,-200.0,-55.50366465698163,-255.50366465698184,200,0.0028524871563422494,1.2037639662065836e-07
1866106126,-0.5145601630210876,-200.0,-51.48871272008499,-251.488712720085,200,0.0025703266347409225,1.1587987247874132e-07
1704303131,-0.44421347975730896,-200.0,-51.174641421379505,-251.1746414213796,200,0.0025509422449977136,1.0372852796702858e-07
2127541194,-0.4882451891899109,-200.0,-53.13804209409259,-253.13804209409267,200,0.002646270587865729,1.0042442934010687e-07
589823755,-0.5842380523681641,-200.0,-9.109926657147355,-209.10992665714735,200,0.0028888907510554417,1.0468152451759138e-07
251033886,-0.40031948685646057,-200.0,-45.29545018214159,-245.29545018214148,200,0.0028331268933834506,1.4986137289452195e-07
359488949,-0.4848681390285492,-200.0,-33.843755412175014,-233.84375541217486,200,0.002722270325757563,6.615307019175453e-08
2076584325,-0.4891975522041321,-200.0,-17.512266705522226,-217.51226670552234,200,0.0027806128264637664,1.1453149817208797e-07
1503218254,-0.5970621705055237,-200.0,91.56241417138412,-108.43758582861582,200,0.0029473790840711445,1.0922469758534171e-07
799460095,-0.48474135994911194,-200.0,-43.84556627077537,-243.8455662707755,200,0.0038436945783905684,1.3576863093334167e-07
1716810788,-0.42400991916656494,-200.0,-52.52502868225451,-252.52502868225477,200,0.003640700720134191,9.141689123803864e-08
1222506307,-0.5956052541732788,-200.0,164.22807273699763,-35.77192726300235,200,0.004114013529615477,1.2627368373929747e-07
62214025,-0.41903966665267944,-200.0,-56.7514500671423,-256.7514500671423,200,0.00575868681888096,2.0471977359770577e-07
863680353,-0.4750531315803528,-200.0,-52.4446786960366,-252.4446786960365,200,0.005187265538261272,7.756893547927746e-08
39697541,-0.4069051146507263,-200.0,-50.63623854997608,-250.636238549976,200,0.005781933657708578,8.866208667246411e-08
1436783712,-0.5407455563545227,-200.0,-46.43744854953802,-246.43744854953806,200,0.005313441643374972,1.3991316680561638e-07
127175716,-0.5445917248725891,-200.0,-15.485154836188563,-215.48515483618866,200,0.0066451356402831155,8.65140127581654e-08
470031181,-0.5332609415054321,-200.0,-31.949641517297007,-231.94964151729704,200,0.005880447799572721,1.4114078499272155e-07
1461674712,-0.5227511525154114,-200.0,-48.837458283091685,-248.8374582830917,200,0.0057913096918491645,8.19273545160648e-08
1673826750,-0.45511922240257263,-200.0,-43.397638970675075,-243.3976389706751,200,0.006186270557809621,1.207783692702691e-07
1765634846,-0.5590662360191345,-200.0,-27.756183837023887,-227.75618383702383,200,0.005326911498559639,6.606000555575697e-08
804669086,-0.5973093509674072,-200.0,-18.68040347612655,-218.68040347612651,200,0.006270365899545141,1.559284141572359e-07
2142787096,-0.5929170846939087,-200.0,-12.364569201080233,-212.36456920108023,200,0.006185533531242982,7.78875896101372e-08
1158297706,-0.4101535677909851,-200.0,-51.53614498297002,-251.53614498297,200,0.005828522989759222,1.5757502311974924e-07
2114875522,-0.5081161260604858,-200.0,-51.427878815207066,-251.427878815207,200,0.0058767884876579045,6.37789285407031e-08
2094514633,-0.40778258442878723,-200.0,-51.87597213244194,-251.87597213244175,200,0.005608393275178969,9.414643815541801e-08
676009497,-0.5386874675750732,-200.0,-39.39022753286832,-239.39022753286812,200,0.0053368646011222156,1.0632428083079403e-07
286951238,-0.4036976397037506,-200.0,-52.96935554062768,-252.969355540628,200,0.0051940248301252726,8.837331145983285e-08
757091127,-0.5795626640319824,-200.0,-18.076608426142442,-218.0766084261424,200,0.005256121681886725,1.0672220573937352e-07
1067571711,-0.5194408893585205,-200.0,-49.2410011880616,-249.2410011880617,200,0.005757486941874958,9.999580198427616e-08
959578365,-0.540789008140564,-200.0,-43.4926690402825,-243.49266904028252,200,0.005729280115920119,8.718779127003806e-08
1999706412,-0.5988947153091431,-200.0,-31.29794839491628,-231.2979483949162,200,0.005512469165259972,8.261197935732767e-08
1777497466,-0.5137041807174683,-200.0,-41.88939756949321,-241.8893975694932,200,0.005436824313364923,8.66216123396324e-08
1698690315,-0.5958848595619202,-200.0,11.537811200950605,-188.46218879904947,200,0.0051714539231034,1.1704413604540776e-07
283891584,-0.4456702768802643,-200.0,-50.0196254752792,-250.01962547527924,200,0.005435772753553465,8.184374820419116e-08
2140628939,-0.5502045750617981,-200.0,-30.597415192460506,-230.5974151924606,200,0.005048636252176948,8.197284706579211e-08
1905571719,-0.5072963237762451,-200.0,-44.657039111533926,-244.65703911153375,200,0.005321542255696841,1.1082279869123468e-07
1507025202,-0.46756550669670105,-200.0,-34.85943129646418,-234.85943129646424,200,0.004745801648823544,9.927559334266256e-08
1139533285,-0.4781205654144287,-200.0,-43.68000205452159,-243.6800020545216,200,0.0044197098183212805,7.62775663609716e-08
1603071274,-0.46215400099754333,-200.0,-34.70672380177813,-234.70672380177814,200,0.0049927613502950404,9.171886367287385e-08
726216177,-0.5169646143913269,-200.0,-15.589467663833489,-215.5894676638335,200,0.0046727525486494415,9.410606756188322e-08
908793517,-0.46137866377830505,-200.0,-9.030575149989321,-209.0305751499893,200,0.005399037929601036,6.604519603325976e-08
45731334,-0.5575116872787476,-200.0,-38.99016859075566,-238.99016859075581,200,0.006128035302390344,1.0835939878939271e-07
590921644,-0.5327638983726501,-200.0,-43.79518385636274,-243.7951838563629,200,0.0045265820311033165,8.544304228919053e-08
460289067,-0.5016988515853882,-200.0,-51.025046317245035,-251.02504631724514,200,0.005518328516045585,9.008855019088102e-08
1269921670,-0.45030590891838074,-200.0,-54.066389501176886,-254.06638950117684,200,0.004686433436872904,7.507720890864711e-08
790021068,-0.5401381850242615,-200.0,-2.204341857500847,-202.20434185750085,200,0.0052526348468381915,1.0590608060190298e-07
1014143662,-0.4548214077949524,-200.0,-48.04554345862315,-248.04554345862303,200,0.005111110294237733,9.539239005373901e-08
442769226,-0.5084407329559326,-200.0,-38.94176007441194,-238.94176007441197,200,0.004506503219599836,5.465191722953122e-08
682134956,-0.5575730800628662,-200.0,-31.75837695486505,-231.75837695486504,200,0.005029710882809013,9.377785008646277e-08
51648591,-0.5669224262237549,-200.0,44.512635706120065,-155.48736429387998,200,0.004896044601337053,8.736699444233942e-08
978342577,-0.5777841806411743,-200.0,-2.756720628764573,-202.7567206287646,200,0.004973196194914636,9.342934055300845e-08
1141369555,-0.5482349991798401,-200.0,15.926940755594197,-184.07305924440567,200,0.005636585135071073,8.865919553291412e-08
1683321023,-0.5222862958908081,-200.0,26.738940985766032,-173.26105901423384,200,0.005110645641107112,9.588531720505777e-08
170786947,-0.5732989311218262,-200.0,-32.61707749179981,-232.61707749179976,200,0.005275669486145489,1.2453460189409958e-07
2074962590,-0.5961061716079712,-200.0,31.924934096407252,-168.07506590359273,200,0.0053264596202643585,4.008145735645563e-08
1092208806,-0.41322070360183716,-200.0,-51.85945456776128,-251.85945456776133,200,0.005680933767580427,8.151535524913988e-08
1126034280,-0.5089367032051086,-200.0,-27.35910608783678,-227.35910608783672,200,0.005762006139266304,9.312394220417631e-08
1460003813,-0.5394691228866577,-200.0,-33.400252328885045,-233.40025232888496,200,0.005226957332924939,7.341205513489157e-08
1315879961,-0.4293249249458313,-200.0,-45.621859581102996,-245.621859581103,200,0.004659361131489277,7.381724359323272e-08
388834170,-0.592004656791687,-200.0,131.1821888089337,-68.81781119106644,200,0.005140540233696811,1.3045619772444895e-07
2103486000,-0.429214745759964,-200.0,-39.53345371182445,-239.53345371182434,200,0.006591551374876872,5.8805927752869635e-08
1798514278,-0.5461719036102295,-200.0,112.16598255586214,-87.83401744413788,200,0.004593865297792945,8.244317108441201e-08
1132077426,-0.41050776839256287,-200.0,-46.17906048303402,-246.17906048303385,200,0.00921323851973284,6.583830256312595e-08
1108542909,-0.5091853141784668,-200.0,1.119583346812739,-198.88041665318727,200,0.006537285470403731,1.0004435242239041e-07
506410002,-0.5926799774169922,-200.0,67.03147276152102,-132.9685272384789,200,0.007414681274676696,6.093458537859142e-08
433883232,-0.5438112020492554,-200.0,191.2827039310709,-8.717296068929144,200,0.008471720327506774,1.129519452680583e-07
876370241,-0.49562516808509827,-200.0,160.74549951498506,-39.254500485014916,200,0.011211969280848279,1.2995721939912386e-07
1651329870,-0.5687602162361145,-200.0,103.0127308784697,-96.98726912153033,200,0.026141391125856898,9.67262602979968e-08
335574990,-0.5520647168159485,-200.0,46.207712148253215,-153.79228785174666,200,0.016881102457409723,7.063381212257802e-08
582471298,-0.4383222162723541,-200.0,-46.344659926611094,-246.3446599266111,200,0.015314361727796495,6.051927532002565e-08
666498027,-0.5488008856773376,-200.0,8.381348682612995,-191.61865131738696,200,0.018390979866962878,1.3125401766789223e-07
234259789,-0.5370668172836304,-200.0,137.44161046566413,-62.5583895343357,200,0.02351789589971304,7.30930399772678e-08
1092397515,-0.47442707419395447,-200.0,25.490293294444832,-174.5097067055553,200,0.03852635150775313,9.365740093247865e-08
1653591166,-0.5787339210510254,-200.0,-38.38800111448333,-238.38800111448342,200,0.06199007417075336,6.81660655410532e-08
1946737258,-0.5589839220046997,-200.0,-54.7706147012284,-254.77061470122837,200,0.0773183482605964,9.221659207581112e-08
1476802044,-0.5066132545471191,-200.0,-54.69462804921838,-254.6946280492185,200,0.07644318157806992,1.0183124064422345e-07
579291399,-0.5444223880767822,-200.0,-56.897516492477294,-256.8975164924773,200,0.07931022377684713,5.4856085862642344e-08
138963631,-0.41547611355781555,-200.0,-38.17672022440939,-238.17672022440945,200,0.08832977635785938,9.02554478954265e-08
1806680894,-0.5164670944213867,-200.0,-49.305268981420525,-249.30526898142065,200,0.07480336765758694,7.739198416900628e-08
880192855,-0.4349747896194458,-200.0,-32.388398681602844,-232.38839868160275,200,0.07249878724105656,7.79498620429031e-08
1588128441,-0.47571417689323425,-200.0,-57.77538450541157,-257.77538450541164,200,0.05898262054659426,6.275102049535519e-08
462798161,-0.4519609212875366,-200.0,-53.61445098181286,-253.61445098181284,200,0.06908842410892248,7.653683090635965e-08
58110646,-0.5162906050682068,-200.0,-48.457580431253895,-248.4575804312539,200,0.058052684077993036,1.199384919292612e-07
393162904,-0.4998631775379181,-200.0,-20.65350399195184,-220.6535039919519,200,0.0550557747669518,4.383346665526311e-08
1186153839,-0.49692267179489136,-200.0,-51.77532489704559,-251.77532489704552,200,0.04713896246626973,9.58955749608137e-08
403642443,-0.5885682702064514,-200.0,-53.576871606346614,-253.5768716063466,200,0.04603819794487208,7.314195082930297e-08
1328426093,-0.5291017889976501,-200.0,-53.88035842691976,-253.88035842691974,200,0.046947774104774,5.616089985283068e-08
2022758126,-0.4446624219417572,-200.0,-41.00617197117565,-241.0061719711756,200,0.042128201904706654,7.485850781696613e-08
251272463,-0.4671882390975952,-200.0,10.864561916717166,-189.13543808328285,200,0.04814476533792913,1.0591503005530356e-07
1142866151,-0.4116973876953125,-200.0,-45.41702551633857,-245.41702551633875,200,0.04265639846213162,5.986483863629211e-08
2015194475,-0.44921645522117615,-200.0,-45.815808311327515,-245.81580831132752,200,0.03797433139756322,8.888058219858053e-08
1461247254,-0.5600684881210327,-200.0,-43.025240413506694,-243.02524041350657,200,0.04749314120039344,9.885346618498936e-08
176384359,-0.44786378741264343,-200.0,196.22319505570852,-3.776804944291386,200,0.06456553873606026,9.739867363522948e-08
1068257796,-0.43416979908943176,-186.0,72.87773804184172,-113.12226195815836,186,0.051572473078805914,1.4526153209086765e-07
638664618,-0.4270094037055969,-191.0,154.69471304154328,-36.30528695845673,191,0.0487530634187513,9.65742430760508e-08
1654775623,-0.4545707702636719,-190.0,65.75613742424562,-124.24386257575438,190,0.0567297871714752,1.4786186292201514e-07
1924923356,-0.48119452595710754,-159.0,69.2772899610006,-89.72271003899937,159,0.053430731068570284,2.7996607242990424e-07
1715786898,-0.4287756681442261,-157.0,126.94440932382378,-30.05559067617625,157,0.05730587027516145,5.70810026421896e-08
1509979818,-0.5155696868896484,-141.0,43.57840426284331,-97.42159573715662,141,0.05881391348092691,6.960015893486196e-08
1119687049,-0.46478596329689026,-158.0,52.2735213246743,-105.72647867532572,158,0.06563531521919973,1.192378653760316e-07
1863925302,-0.4485199451446533,-171.0,118.1292086611302,-52.87079133886979,171,0.06892819308310921,1.6009069897678028e-07
324791950,-0.40989625453948975,-153.0,39.896891311318996,-113.10310868868109,153,0.07935113121384109,7.12906812827831e-08
997019712,-0.4227496087551117,-156.0,47.69155078816657,-108.30844921183342,156,0.09041326618395172,9.471955823669713e-08
119706774,-0.5392890572547913,-149.0,54.3014673680711,-94.698532631929,149,0.09119819103421381,1.4949030560483792e-07
1720333594,-0.44210660457611084,-141.0,113.62767307270713,-27.372326927292875,141,0.10855651179209669,9.076195167538455e-08
1962728209,-0.5463896989822388,-167.0,26.812093153896043,-140.18790684610386,167,0.10063578246417873,1.4373841858079249e-07
738003597,-0.5117955803871155,-152.0,38.38029229989755,-113.61970770010248,152,0.1088472168745571,6.468332141252337e-08
365397845,-0.4159245193004608,-159.0,96.56195255411077,-62.43804744588917,159,0.1185786025891514,1.1161933485110238e-07
948110105,-0.5859144330024719,-153.0,32.676497200170175,-120.32350279982981,153,0.13372627097894163,9.187599249585509e-08
745470743,-0.5284774303436279,-152.0,45.34576647938779,-106.65423352061214,152,0.12261460498465519,1.619892164908689e-07
690247382,-0.4613572359085083,-160.0,41.434851556372685,-118.56514844362741,160,0.1224649597890675,2.1289273399727193e-07
1964161650,-0.5304598212242126,-165.0,34.35116583869498,-130.64883416130502,165,0.11207990039027098,8.194710690494758e-08
1488736618,-0.584270179271698,-122.0,21.753448216787806,-100.24655178321213,122,0.10235640409662099,1.278733122449636e-07
1795402960,-0.5555633306503296,-146.0,13.067723277014277,-132.93227672298576,146,0.10027192191105999,9.720661741599084e-08
527419704,-0.49461784958839417,-168.0,47.63073445002678,-120.36926554997333,168,0.11571411462500691,9.823932195771707e-08
745675754,-0.4138346016407013,-161.0,48.25440184574258,-112.74559815425755,161,0.12436899420174753,1.206104222044356e-07
1630510830,-0.44775211811065674,-155.0,29.866315125352827,-125.13368487464717,155,0.12094341134352068,1.2650893792614545e-07
1310253044,-0.4041285216808319,-200.0,176.90365866004217,-23.096341339957853,200,0.12235668418928981,1.172800962079279e-07
1990267217,-0.578921377658844,-146.0,6.490484969836234,-139.5095150301637,146,0.13527311052973956,8.151982441291562e-08
1428008295,-0.5454251170158386,-140.0,24.748163029707026,-115.251836970293,140,0.11882264510329281,1.0162196658138255e-07
1285815472,-0.5949474573135376,-121.0,11.165648228709337,-109.83435177129068,121,0.1408335694288912,1.8753054577349898e-07
1006175872,-0.4281012713909149,-163.0,85.82531301788143,-77.17468698211863,163,0.1234397500342021,1.8864971733904145e-07
1057089811,-0.49033933877944946,-165.0,30.317783014081407,-134.68221698591861,165,0.12990599778113943,9.744080304111927e-08
178235596,-0.5026882290840149,-169.0,31.66473605018338,-137.33526394981655,169,0.13891146481918865,9.83057918408822e-08
152308232,-0.5881508588790894,-158.0,12.233759220315758,-145.76624077968415,158,0.1301073017235421,1.1698567409305406e-07
80850798,-0.4932697117328644,-168.0,50.680446231943925,-117.31955376805607,168,0.1508531232941009,1.4329987201088827e-07
871325135,-0.5343295335769653,-151.0,9.05578408131631,-141.94421591868368,151,0.16154320819291057,6.528258439496935e-08
