seed,initial_x,reward,duration,q_update
1510822925,-0.4288688600063324,-200.0,200,-164.26000000000005
1800804221,-0.46182960271835327,-200.0,200,-156.9432762
733157660,-0.5460551381111145,-200.0,200,-137.105336512
1486376830,-0.48958948254585266,-200.0,200,-131.97075981699993
569455761,-0.47848448157310486,-200.0,200,-145.3305225
464047224,-0.5845364928245544,-200.0,200,-132.50598593083055
398648827,-0.564818263053894,-200.0,200,-67.00676431320257
269319999,-0.516405463218689,-200.0,200,-62.70606485767027
1410251031,-0.47985541820526123,-200.0,200,-45.36802512084091
805455164,-0.5840579271316528,-200.0,200,-93.01110935616059
385060437,-0.4160647690296173,-200.0,200,-75.27614112195387
1618963264,-0.5358961224555969,-200.0,200,-64.49779712499728
658043762,-0.4651995897293091,-200.0,200,-102.62836920346092
1578804124,-0.4438759982585907,-200.0,200,-81.88156993202976
802910613,-0.40303361415863037,-200.0,200,-90.15690196503601
886673411,-0.5985354781150818,-200.0,200,-126.54920166386518
2090835155,-0.4598831534385681,-200.0,200,-123.42635623547231
1384979568,-0.4688059687614441,-200.0,200,-58.23269314029906
450973069,-0.4844706654548645,-200.0,200,-89.73413996695677
1769967402,-0.4346659779548645,-200.0,200,-129.39135572797912
796398683,-0.44174033403396606,-200.0,200,-81.61262211472891
142340928,-0.54901522397995,-200.0,200,-37.28435413318528
800775089,-0.5961355566978455,-200.0,200,-120.48237807655565
1155984513,-0.4909251928329468,-200.0,200,-112.14617455366161
1638601686,-0.4442385733127594,-200.0,200,-94.80938681900909
1623224073,-0.5805176496505737,-200.0,200,-79.36165509901642
1848091193,-0.49366477131843567,-200.0,200,-72.68731874560972
1772372138,-0.5958568453788757,-200.0,200,-116.08329771356574
1651931417,-0.5269501209259033,-200.0,200,-84.56271225597152
470541306,-0.5893571376800537,-200.0,200,-88.70841650596208
2041801120,-0.44228509068489075,-200.0,200,-80.24342873857883
1039233160,-0.433059424161911,-200.0,200,-83.1451770737013
391263579,-0.4266931116580963,-200.0,200,-99.34870034031361
786232024,-0.540599524974823,-200.0,200,-53.74760907759992
755521130,-0.5308190584182739,-200.0,200,-44.73947972010914
569832864,-0.5790649056434631,-200.0,200,-76.47390311709525
1566157937,-0.4978727400302887,-200.0,200,-66.98448805710477
1714401001,-0.5855066180229187,-200.0,200,-109.33736376596002
1259041801,-0.46551066637039185,-200.0,200,-124.21820533769441
1202928661,-0.48716872930526733,-200.0,200,-81.85134894088645
83941758,-0.4016335904598236,-200.0,200,-117.93192736069527
1207270035,-0.5696966052055359,-200.0,200,-91.65722874177789
2104074231,-0.5417332053184509,-200.0,200,-42.75810788313788
571007995,-0.49600061774253845,-200.0,200,-49.20852768306546
1002797981,-0.5156875848770142,-200.0,200,-88.45636311220048
1498847045,-0.504346489906311,-200.0,200,-82.83905561408132
688110609,-0.502812385559082,-200.0,200,-90.19862392552848
129834795,-0.4560733437538147,-200.0,200,-115.2581698958751
1894828369,-0.5454587340354919,-200.0,200,-96.84452871567143
2086558811,-0.5703030228614807,-200.0,200,-124.83005357744433
92038095,-0.5993311405181885,-200.0,200,-91.82980136154117
1075073254,-0.49707579612731934,-200.0,200,-87.58932044324453
1330608206,-0.4719296097755432,-200.0,200,-90.03727026775171
408587848,-0.44003182649612427,-200.0,200,-119.1451976133825
1488129642,-0.5801978707313538,-200.0,200,-101.36988463957809
992196690,-0.45159849524497986,-200.0,200,-114.62731515735686
225932508,-0.5731875896453857,-200.0,200,-72.24336401844756
1533346663,-0.4431684613227844,-200.0,200,-130.5685879101008
1535514477,-0.45204147696495056,-200.0,200,-117.03489628801935
1770925075,-0.5119361281394958,-200.0,200,-97.10409621510144
855647271,-0.4917655885219574,-200.0,200,-88.39117086020696
1867256356,-0.520108163356781,-200.0,200,-118.70954298096039
1109103231,-0.44823402166366577,-200.0,200,-101.56063704297671
1643025790,-0.5570180416107178,-200.0,200,-139.19259444540248
2090514604,-0.5998575091362,-200.0,200,-103.86368025995102
812684383,-0.5932641625404358,-200.0,200,-118.0948332189373
608994727,-0.4619283378124237,-200.0,200,-115.41624850528709
637592203,-0.414639413356781,-200.0,200,-88.21310534703186
285361977,-0.5159932971000671,-200.0,200,-85.73168149515688
1498516088,-0.5034575462341309,-200.0,200,-94.4121149749121
303453843,-0.5332627296447754,-200.0,200,-96.29355892953521
986317636,-0.4581024646759033,-200.0,200,-126.44625671537055
757134439,-0.5959484577178955,-200.0,200,-87.81964996837803
1155692044,-0.4679848551750183,-200.0,200,-65.40365757326468
58667841,-0.5063709616661072,-200.0,200,-99.19647727771896
1853771829,-0.401611864566803,-200.0,200,-135.92030353026723
1268825562,-0.45426586270332336,-200.0,200,-112.37470056190922
239122598,-0.5026146173477173,-200.0,200,-75.86727556287853
1358956072,-0.49475064873695374,-200.0,200,-84.30280189056411
99885430,-0.4389774799346924,-200.0,200,-109.95724912413358
1069088507,-0.5112813711166382,-200.0,200,-97.83946254516152
541401789,-0.5566922426223755,-200.0,200,-88.66657203986352
1514056689,-0.5165836811065674,-200.0,200,-99.92557473871864
856452527,-0.47975248098373413,-200.0,200,-96.71086471105848
373171755,-0.42206043004989624,-200.0,200,-106.7332828123855
636142128,-0.5244970917701721,-200.0,200,-113.93113650230971
1017015945,-0.5757132768630981,-200.0,200,-95.27994735705896
1920088641,-0.4338175356388092,-200.0,200,-135.94225500650145
1387085550,-0.4639488160610199,-200.0,200,-106.73191054234121
979020243,-0.584766685962677,-200.0,200,-89.77938173299921
407998858,-0.4232276380062103,-200.0,200,-103.13926879776737
756560302,-0.5478458404541016,-200.0,200,-101.81479144127091
1561773195,-0.4360262155532837,-200.0,200,-141.20272890279318
807211351,-0.525589108467102,-200.0,200,-104.2702115040047
1868696975,-0.4956756830215454,-200.0,200,-81.9685020600015
1310051786,-0.4211232364177704,-200.0,200,-116.36952196726185
1067933129,-0.5699737071990967,-200.0,200,-93.6516990619792
1018784645,-0.4233163595199585,-200.0,200,-119.47711986997348
686708596,-0.5355754494667053,-200.0,200,-85.75832102099916
260278783,-0.5995239615440369,-200.0,200,-125.55367758135544
439862845,-0.42426255345344543,-200.0,200,-118.7219025815943
1067509974,-0.5423276424407959,-200.0,200,-88.25669513033563
1348533811,-0.470374196767807,-200.0,200,-116.76480965140192
1598311838,-0.5533624887466431,-200.0,200,-99.04696012609824
965071403,-0.4648917615413666,-200.0,200,-103.24001475047464
1636934037,-0.5379795432090759,-200.0,200,-86.3628751655248
400312304,-0.42686671018600464,-200.0,200,-127.78935225492654
2108872023,-0.4595840573310852,-200.0,200,-103.71603642315783
470491046,-0.46070584654808044,-200.0,200,-124.49348228969743
867344024,-0.5848751664161682,-200.0,200,-90.07238541398144
712482060,-0.5085601806640625,-200.0,200,-105.7876314246131
1806857598,-0.5207587480545044,-200.0,200,-123.88692704222777
1645044972,-0.48678314685821533,-200.0,200,-112.56293929356347
1393440720,-0.5192474126815796,-200.0,200,-77.3891653533876
1359241624,-0.44991210103034973,-200.0,200,-118.97077944390998
158018460,-0.5244381427764893,-200.0,200,-113.21902861081038
1365484040,-0.5168946981430054,-200.0,200,-104.2682089755883
1484436965,-0.5362080335617065,-200.0,200,-97.88202509065816
795799664,-0.5070237517356873,-200.0,200,-122.78423112801535
2118330722,-0.5472275018692017,-200.0,200,-109.12113800174633
1579450677,-0.5447280406951904,-200.0,200,-83.37054203662736
600703193,-0.4378963112831116,-200.0,200,-121.2116485869437
417490190,-0.4319271445274353,-200.0,200,-131.40677196733643
859586530,-0.5283971428871155,-200.0,200,-80.33353902984118
429860827,-0.47703349590301514,-200.0,200,-113.01641097278431
631207823,-0.5024608373641968,-200.0,200,-108.83266379045811
2078975323,-0.43442127108573914,-200.0,200,-104.73959357897385
1558411192,-0.5705379247665405,-200.0,200,-110.49999160968892
857688148,-0.4378657639026642,-200.0,200,-96.5548931885473
1939259616,-0.510327935218811,-200.0,200,-109.71142625245346
1583720708,-0.46624016761779785,-200.0,200,-94.05284148095883
